latitude,longitude,acq_date,acq_time,frp,confidence,bright_ti4,bright_ti5,satellite,instrument,daynight
25.38862,68.58082,2026-09-21,820,2.11,l,331.81,303.48,N,VIIRS,D
25.55967,68.45715,2026-09-21,820,1.43,n,331.36,303.16,N,VIIRS,D
25.56394,68.45611,2026-09-21,820,2.45,n,334.3,301.07,N,VIIRS,D
25.69573,68.84558,2026-09-21,820,2.5,n,340.41,305.26,N,VIIRS,D
27.0984,68.12234,2026-09-21,820,4.61,l,332.85,307.3,N,VIIRS,D
27.30935,82.76711,2026-09-21,820,9.17,n,331.86,291.68,N,VIIRS,D
27.83533,75.0683,2026-09-21,820,1.22,l,330.62,304.81,N,VIIRS,D
28.06107,77.68706,2026-09-21,820,3.77,n,334.4,299.48,N,VIIRS,D
28.06335,77.6835,2026-09-21,820,4.15,n,340.51,298.12,N,VIIRS,D
28.73018,77.2591,2026-09-21,820,1.51,n,333.06,302.12,N,VIIRS,D
29.58856,76.99125,2026-09-21,820,3.29,n,330.62,300.0,N,VIIRS,D
29.58877,76.99303,2026-09-21,820,2.82,n,333.33,300.23,N,VIIRS,D
29.72614,72.50052,2026-09-21,820,3.81,n,342.38,306.35,N,VIIRS,D
30.39939,72.33211,2026-09-21,820,4.32,n,337.66,308.17,N,VIIRS,D
30.49247,74.64198,2026-09-21,820,2.2,l,330.89,301.16,N,VIIRS,D
30.50016,76.93479,2026-09-21,820,5.3,n,338.62,301.36,N,VIIRS,D
30.50368,76.93418,2026-09-21,820,5.3,n,336.89,299.1,N,VIIRS,D
30.59048,76.77258,2026-09-21,820,5.72,n,333.95,300.66,N,VIIRS,D
30.98242,74.41074,2026-09-21,822,3.43,n,340.06,304.38,N,VIIRS,D
30.98572,74.41007,2026-09-21,822,4.88,n,345.06,302.18,N,VIIRS,D
31.04226,74.42369,2026-09-21,822,6.85,n,341.32,302.16,N,VIIRS,D
31.06985,74.51792,2026-09-21,822,3.22,n,333.79,302.59,N,VIIRS,D
31.07616,74.53748,2026-09-21,822,2.41,n,335.56,301.25,N,VIIRS,D
31.10003,72.32214,2026-09-21,822,2.59,l,330.56,303.0,N,VIIRS,D
31.10336,72.3214,2026-09-21,822,2.59,n,335.97,303.9,N,VIIRS,D
31.1235,74.67964,2026-09-21,822,8.94,n,344.68,302.54,N,VIIRS,D
31.12682,74.67899,2026-09-21,822,3.15,n,333.31,299.28,N,VIIRS,D
31.30233,75.1265,2026-09-21,822,2.53,n,331.86,300.82,N,VIIRS,D
31.31937,74.6959,2026-09-21,822,2.59,n,332.88,300.23,N,VIIRS,D
31.37797,74.54229,2026-09-21,822,10.2,n,351.68,304.44,N,VIIRS,D
31.40234,75.215,2026-09-21,822,2.33,n,332.99,300.81,N,VIIRS,D
31.50406,72.3751,2026-09-21,822,2.76,n,335.62,303.22,N,VIIRS,D
31.60312,75.03194,2026-09-21,822,3.77,n,345.35,304.02,N,VIIRS,D
31.61878,72.47723,2026-09-21,822,2.22,n,336.73,302.28,N,VIIRS,D
31.69464,75.28987,2026-09-21,822,1.73,n,330.19,299.32,N,VIIRS,D
31.7096,75.04677,2026-09-21,822,4.63,n,335.33,303.45,N,VIIRS,D
31.7358,72.59135,2026-09-21,822,2.45,n,331.25,300.27,N,VIIRS,D
31.73646,72.59542,2026-09-21,822,2.45,n,334.69,300.11,N,VIIRS,D
31.78019,74.10877,2026-09-21,822,1.89,n,334.12,303.22,N,VIIRS,D
31.79288,75.02636,2026-09-21,822,3.36,n,335.72,302.62,N,VIIRS,D
31.86499,75.11228,2026-09-21,822,2.44,n,333.03,300.11,N,VIIRS,D
31.87231,73.95262,2026-09-21,822,6.31,n,345.17,302.02,N,VIIRS,D
31.8985,73.63045,2026-09-21,822,6.03,n,336.28,301.76,N,VIIRS,D
31.89911,73.63448,2026-09-21,822,9.12,n,333.69,303.02,N,VIIRS,D
32.27169,75.38228,2026-09-21,822,4.61,n,335.98,300.94,N,VIIRS,D
32.90086,73.13861,2026-09-21,822,2.64,n,331.02,304.17,N,VIIRS,D
33.49573,70.35722,2026-09-21,822,5.85,n,336.8,304.88,N,VIIRS,D
33.49916,70.35637,2026-09-21,822,5.85,n,345.66,301.55,N,VIIRS,D
34.61545,69.71689,2026-09-21,822,6.99,n,350.83,317.92,N,VIIRS,D
35.43547,73.60424,2026-09-21,822,4.68,l,330.43,301.33,N,VIIRS,D
27.96155,96.96573,2026-09-19,555,6.43,n,325.24,292.04,N20,VIIRS,D
27.9627,96.9637,2026-09-19,555,7.44,n,337.76,292.48,N20,VIIRS,D
6.36295,80.87138,2026-09-19,729,4.1,n,336.4,288.58,N20,VIIRS,D
6.43244,81.27704,2026-09-19,729,5.24,n,334.76,292.85,N20,VIIRS,D
6.58576,81.18877,2026-09-19,729,4.06,n,329.66,293.17,N20,VIIRS,D
6.58814,81.18624,2026-09-19,729,6.8,n,340.1,293.22,N20,VIIRS,D
6.59064,81.18794,2026-09-19,729,3.87,n,330.73,293.28,N20,VIIRS,D
7.74872,80.07925,2026-09-19,731,8.05,n,348.47,288.44,N20,VIIRS,D
7.74927,80.08237,2026-09-19,731,6.99,n,336.29,288.03,N20,VIIRS,D
7.77417,80.10361,2026-09-19,731,3.93,n,338.5,284.34,N20,VIIRS,D
7.77715,80.15096,2026-09-19,731,3.03,n,334.87,288.93,N20,VIIRS,D
7.79408,79.93499,2026-09-19,731,4.41,n,330.8,286.55,N20,VIIRS,D
7.86886,80.14693,2026-09-19,731,2.1,n,332.39,284.3,N20,VIIRS,D
7.88972,80.65198,2026-09-19,731,6.79,n,327.7,287.31,N20,VIIRS,D
12.18199,79.82413,2026-09-19,731,6.04,n,335.75,286.24,N20,VIIRS,D
12.18393,79.82592,2026-09-19,731,7.06,n,338.86,286.16,N20,VIIRS,D
15.33001,75.15749,2026-09-19,733,5.98,n,337.87,291.65,N20,VIIRS,D
16.34855,81.40465,2026-09-19,733,4.86,n,339.23,289.08,N20,VIIRS,D
16.8331,80.56978,2026-09-19,733,6.4,n,340.22,291.72,N20,VIIRS,D
16.99668,80.46586,2026-09-19,733,3.9,n,333.2,281.92,N20,VIIRS,D
17.61078,83.20345,2026-09-19,733,4.85,l,330.92,294.69,N20,VIIRS,D
18.28274,74.9763,2026-09-19,733,4.78,n,340.34,290.25,N20,VIIRS,D
18.69297,79.77984,2026-09-19,733,9.94,n,328.16,298.15,N20,VIIRS,D
18.70479,79.79536,2026-09-19,733,13.53,n,329.41,298.47,N20,VIIRS,D
18.70559,79.79967,2026-09-19,733,9.85,l,328.88,298.91,N20,VIIRS,D
18.82722,79.45525,2026-09-19,733,9.26,n,329.56,299.27,N20,VIIRS,D
18.83596,79.45341,2026-09-19,733,5.01,n,328.45,298.25,N20,VIIRS,D
18.83948,79.44798,2026-09-19,733,6.0,n,329.85,298.27,N20,VIIRS,D
19.08439,74.61549,2026-09-19,733,8.92,n,352.35,293.88,N20,VIIRS,D
19.08609,74.61241,2026-09-19,733,9.47,n,339.98,295.16,N20,VIIRS,D
19.08708,74.61694,2026-09-19,733,5.98,n,334.05,293.13,N20,VIIRS,D
20.75985,85.29922,2026-09-19,733,5.4,n,338.47,300.46,N20,VIIRS,D
20.78493,85.26463,2026-09-19,733,3.15,n,337.92,299.56,N20,VIIRS,D
20.7855,85.26831,2026-09-19,733,3.15,n,332.52,298.41,N20,VIIRS,D
20.79095,85.25981,2026-09-19,733,7.22,n,339.01,299.72,N20,VIIRS,D
20.79368,85.25556,2026-09-19,733,4.79,n,334.34,299.07,N20,VIIRS,D
20.79754,85.25865,2026-09-19,733,4.79,n,334.64,299.44,N20,VIIRS,D
20.80743,85.25691,2026-09-19,733,4.6,n,337.1,299.97,N20,VIIRS,D
20.8644,84.9897,2026-09-19,733,4.6,n,337.59,296.74,N20,VIIRS,D
20.86556,84.99707,2026-09-19,733,5.34,n,334.95,297.05,N20,VIIRS,D
20.94066,86.06125,2026-09-19,733,3.37,n,339.31,298.71,N20,VIIRS,D
20.96262,86.04996,2026-09-19,733,3.02,n,337.31,298.86,N20,VIIRS,D
20.9629,85.18401,2026-09-19,733,6.67,n,336.87,299.93,N20,VIIRS,D
20.96312,86.00847,2026-09-19,733,5.28,n,336.22,296.2,N20,VIIRS,D
20.96348,85.18768,2026-09-19,733,6.22,n,347.73,301.35,N20,VIIRS,D
20.9639,85.1687,2026-09-19,733,3.96,n,333.61,298.65,N20,VIIRS,D
20.96405,85.19135,2026-09-19,733,6.22,n,332.07,300.12,N20,VIIRS,D
20.96752,86.01524,2026-09-19,733,7.12,n,338.64,301.07,N20,VIIRS,D
20.96819,85.15282,2026-09-19,733,4.69,n,336.34,299.02,N20,VIIRS,D
20.96835,85.17548,2026-09-19,733,9.59,n,354.07,301.24,N20,VIIRS,D
20.97494,85.17431,2026-09-19,733,4.0,n,329.92,298.88,N20,VIIRS,D
20.97766,85.17005,2026-09-19,733,2.82,n,332.54,299.71,N20,VIIRS,D
21.00001,86.0248,2026-09-19,733,4.07,n,331.69,298.77,N20,VIIRS,D
21.07896,85.03475,2026-09-19,733,4.16,n,336.31,299.11,N20,VIIRS,D
21.74931,83.84415,2026-09-19,733,3.99,n,334.93,297.27,N20,VIIRS,D
21.76399,83.84932,2026-09-19,733,6.54,n,332.32,297.12,N20,VIIRS,D
21.92123,83.35309,2026-09-19,733,4.71,n,330.41,297.48,N20,VIIRS,D
22.01506,83.75526,2026-09-19,733,4.51,n,339.26,302.23,N20,VIIRS,D
22.03757,83.73522,2026-09-19,733,4.52,l,330.79,301.18,N20,VIIRS,D
22.05187,88.12589,2026-09-19,733,6.82,n,339.09,300.15,N20,VIIRS,D
22.24403,87.38852,2026-09-19,733,1.87,n,330.49,296.27,N20,VIIRS,D
22.31942,82.56376,2026-09-19,733,3.84,n,332.88,300.04,N20,VIIRS,D
22.32023,82.58955,2026-09-19,733,5.69,n,341.71,297.87,N20,VIIRS,D
22.33003,82.60485,2026-09-19,733,3.44,n,331.48,298.5,N20,VIIRS,D
22.35839,82.30309,2026-09-19,733,9.1,n,340.14,299.98,N20,VIIRS,D
22.37578,87.27885,2026-09-19,733,4.29,n,332.07,295.36,N20,VIIRS,D
24.134,96.5943,2026-09-19,733,2.79,n,329.8,288.43,N20,VIIRS,D
24.13675,96.5915,2026-09-19,733,5.31,n,335.19,288.63,N20,VIIRS,D
21.10073,72.64504,2026-09-19,735,15.29,n,333.4,290.01,N20,VIIRS,D
21.10207,72.65056,2026-09-19,735,13.62,n,345.14,290.3,N20,VIIRS,D
21.106,72.64601,2026-09-19,735,18.45,h,367.0,291.02,N20,VIIRS,D
24.1971,82.71725,2026-09-19,735,3.04,n,330.53,296.19,N20,VIIRS,D
25.93916,72.19282,2026-09-19,735,1.59,n,333.74,295.76,N20,VIIRS,D
25.94218,72.19012,2026-09-19,735,2.11,n,340.57,295.45,N20,VIIRS,D
27.60807,96.0425,2026-09-19,735,2.04,n,329.74,291.2,N20,VIIRS,D
29.4409,90.16986,2026-09-19,735,1.91,n,335.06,298.57,N20,VIIRS,D
28.66101,77.51159,2026-09-19,737,1.56,n,335.49,301.25,N20,VIIRS,D
29.136,76.68733,2026-09-19,737,2.3,n,331.5,302.38,N20,VIIRS,D
30.48769,76.58208,2026-09-19,737,3.44,l,331.99,303.21,N20,VIIRS,D
30.98733,75.99974,2026-09-19,737,2.14,n,331.29,300.41,N20,VIIRS,D
31.0306,74.98357,2026-09-19,737,5.07,n,331.95,298.55,N20,VIIRS,D
31.57391,75.10573,2026-09-19,737,4.11,n,334.84,301.79,N20,VIIRS,D
31.57627,75.10245,2026-09-19,737,4.0,n,332.32,301.78,N20,VIIRS,D
31.7276,75.01198,2026-09-19,737,3.65,n,330.42,300.22,N20,VIIRS,D
33.23038,72.57105,2026-09-19,737,3.35,n,331.99,298.0,N20,VIIRS,D
33.7948,74.92818,2026-09-19,737,4.69,l,329.39,300.75,N20,VIIRS,D
21.09832,72.63757,2026-09-19,915,3.22,n,330.46,291.64,N20,VIIRS,D
21.10209,72.64481,2026-09-19,915,7.5,n,345.83,292.65,N20,VIIRS,D
21.10252,72.65022,2026-09-19,915,7.5,n,335.15,292.13,N20,VIIRS,D
21.10557,72.64782,2026-09-19,915,16.34,h,367.0,292.81,N20,VIIRS,D
25.02271,68.22942,2026-09-19,915,10.02,n,341.02,304.36,N20,VIIRS,D
25.02316,68.23416,2026-09-19,915,6.28,n,334.59,301.86,N20,VIIRS,D
25.93881,72.19713,2026-09-19,915,4.39,n,345.1,296.15,N20,VIIRS,D
26.11261,69.00893,2026-09-19,915,2.61,n,332.68,301.38,N20,VIIRS,D
26.14895,68.93132,2026-09-19,915,3.68,l,330.42,303.41,N20,VIIRS,D
28.72903,71.18502,2026-09-19,917,2.58,n,334.89,298.91,N20,VIIRS,D
30.95032,97.36389,2026-09-19,2000,0.64,n,297.65,282.89,N20,VIIRS,N
30.95155,97.36295,2026-09-19,2000,0.6,n,301.2,281.95,N20,VIIRS,N
32.57927,72.55834,2026-09-19,2000,1.54,n,303.99,292.89,N20,VIIRS,N
34.73103,73.10603,2026-09-19,2000,1.53,n,301.54,283.93,N20,VIIRS,N
23.54783,86.54443,2026-09-19,2002,1.67,n,307.25,291.09,N20,VIIRS,N
23.55486,87.24089,2026-09-19,2002,1.71,n,307.94,291.08,N20,VIIRS,N
23.5582,87.24155,2026-09-19,2002,1.71,n,320.9,290.91,N20,VIIRS,N
23.55885,87.23769,2026-09-19,2002,1.96,n,312.46,290.72,N20,VIIRS,N
23.56404,87.08371,2026-09-19,2002,2.04,n,306.52,289.51,N20,VIIRS,N
23.61467,85.65952,2026-09-19,2002,0.91,n,305.09,292.32,N20,VIIRS,N
23.61623,86.79081,2026-09-19,2002,0.84,n,305.76,290.97,N20,VIIRS,N
23.6328,86.29356,2026-09-19,2002,1.4,n,306.68,291.53,N20,VIIRS,N
23.63315,86.83328,2026-09-19,2002,1.14,n,305.58,291.01,N20,VIIRS,N
23.64587,85.43847,2026-09-19,2002,0.73,n,304.89,291.65,N20,VIIRS,N
23.64917,85.43907,2026-09-19,2002,1.68,n,322.4,292.44,N20,VIIRS,N
23.64975,85.43533,2026-09-19,2002,1.68,n,318.2,292.21,N20,VIIRS,N
23.66371,86.91772,2026-09-19,2002,1.08,n,306.69,287.16,N20,VIIRS,N
23.66413,87.15843,2026-09-19,2002,1.41,n,318.56,291.29,N20,VIIRS,N
23.66478,87.15459,2026-09-19,2002,3.75,n,329.49,292.79,N20,VIIRS,N
23.66747,87.15908,2026-09-19,2002,1.41,n,307.3,291.06,N20,VIIRS,N
23.66856,86.09215,2026-09-19,2002,1.21,n,311.71,292.49,N20,VIIRS,N
23.67262,87.12836,2026-09-19,2002,1.41,n,309.11,290.52,N20,VIIRS,N
23.67275,86.10834,2026-09-19,2002,1.47,n,317.04,291.73,N20,VIIRS,N
23.67327,87.12452,2026-09-19,2002,1.39,n,310.29,290.47,N20,VIIRS,N
23.67389,86.39743,2026-09-19,2002,1.71,n,305.87,292.82,N20,VIIRS,N
23.67633,86.08591,2026-09-19,2002,1.95,n,330.41,292.81,N20,VIIRS,N
23.67657,86.40181,2026-09-19,2002,2.38,n,314.68,293.16,N20,VIIRS,N
23.67709,85.32479,2026-09-19,2002,1.37,n,311.11,291.72,N20,VIIRS,N
23.67718,86.39806,2026-09-19,2002,1.71,n,325.28,293.62,N20,VIIRS,N
23.67779,86.3943,2026-09-19,2002,1.71,n,319.8,292.34,N20,VIIRS,N
23.67962,86.08653,2026-09-19,2002,1.95,n,308.17,292.4,N20,VIIRS,N
23.68048,86.39867,2026-09-19,2002,1.22,n,312.16,292.37,N20,VIIRS,N
23.68109,86.39494,2026-09-19,2002,1.22,n,307.31,292.39,N20,VIIRS,N
23.68172,86.09463,2026-09-19,2002,4.41,n,330.65,292.57,N20,VIIRS,N
23.68232,86.0909,2026-09-19,2002,1.18,n,306.91,292.12,N20,VIIRS,N
23.68262,87.1303,2026-09-19,2002,1.55,n,311.92,291.38,N20,VIIRS,N
23.68351,86.08343,2026-09-19,2002,1.14,n,310.49,292.39,N20,VIIRS,N
23.68439,86.39555,2026-09-19,2002,1.22,n,319.91,292.8,N20,VIIRS,N
23.685,86.39181,2026-09-19,2002,3.65,n,332.03,293.17,N20,VIIRS,N
23.68787,87.11945,2026-09-19,2002,1.79,n,314.67,290.95,N20,VIIRS,N
23.69109,87.10024,2026-09-19,2002,2.16,n,315.99,291.87,N20,VIIRS,N
23.6912,87.1201,2026-09-19,2002,1.26,n,315.36,291.31,N20,VIIRS,N
23.69249,87.11242,2026-09-19,2002,2.36,n,307.05,291.27,N20,VIIRS,N
23.69377,85.37024,2026-09-19,2002,1.17,n,306.83,292.15,N20,VIIRS,N
23.6939,87.12458,2026-09-19,2002,2.25,n,313.35,290.72,N20,VIIRS,N
23.69454,87.12075,2026-09-19,2002,1.26,n,311.66,291.97,N20,VIIRS,N
23.69518,87.11691,2026-09-19,2002,1.26,n,310.58,291.6,N20,VIIRS,N
23.6957,87.09322,2026-09-19,2002,2.5,n,313.08,290.96,N20,VIIRS,N
23.69609,85.28969,2026-09-19,2002,1.85,n,316.44,292.05,N20,VIIRS,N
23.69667,85.28593,2026-09-19,2002,0.93,n,306.97,291.9,N20,VIIRS,N
23.69765,85.36709,2026-09-19,2002,1.17,n,317.83,291.81,N20,VIIRS,N
23.69787,86.07843,2026-09-19,2002,1.34,n,317.3,292.29,N20,VIIRS,N
23.69847,86.07469,2026-09-19,2002,1.34,n,311.46,291.61,N20,VIIRS,N
23.71005,86.44691,2026-09-19,2002,2.8,n,321.48,292.44,N20,VIIRS,N
23.71274,86.45129,2026-09-19,2002,1.95,n,327.5,292.79,N20,VIIRS,N
23.71335,86.44753,2026-09-19,2002,1.95,n,309.19,291.96,N20,VIIRS,N
23.71371,86.42436,2026-09-19,2002,2.02,n,307.93,293.38,N20,VIIRS,N
23.71762,86.42124,2026-09-19,2002,1.5,n,310.64,291.79,N20,VIIRS,N
23.71787,86.44065,2026-09-19,2002,2.04,n,314.22,292.03,N20,VIIRS,N
23.71911,85.00756,2026-09-19,2002,1.28,n,310.04,288.96,N20,VIIRS,N
23.72421,86.4225,2026-09-19,2002,2.16,n,309.64,293.34,N20,VIIRS,N
23.72507,86.43816,2026-09-19,2002,2.02,n,313.44,292.07,N20,VIIRS,N
23.73619,86.43253,2026-09-19,2002,1.66,n,320.31,292.21,N20,VIIRS,N
23.73679,86.42877,2026-09-19,2002,1.66,n,312.06,291.47,N20,VIIRS,N
23.73948,86.43315,2026-09-19,2002,1.66,n,318.52,292.54,N20,VIIRS,N
23.74418,85.50636,2026-09-19,2002,0.5,n,308.87,292.02,N20,VIIRS,N
23.75241,86.41626,2026-09-19,2002,3.03,n,323.31,292.26,N20,VIIRS,N
23.7543,85.85372,2026-09-19,2002,1.26,n,310.6,291.0,N20,VIIRS,N
23.75753,86.40562,2026-09-19,2002,1.95,n,320.98,292.06,N20,VIIRS,N
23.75759,85.85434,2026-09-19,2002,1.26,n,310.98,293.17,N20,VIIRS,N
23.75814,86.40186,2026-09-19,2002,1.95,n,315.96,292.31,N20,VIIRS,N
23.75818,85.8506,2026-09-19,2002,1.03,n,307.48,291.99,N20,VIIRS,N
23.75875,86.39812,2026-09-19,2002,1.97,n,306.99,292.06,N20,VIIRS,N
23.76028,85.85869,2026-09-19,2002,1.44,n,312.97,292.14,N20,VIIRS,N
23.76143,86.4025,2026-09-19,2002,2.57,n,324.03,292.21,N20,VIIRS,N
23.76204,86.39875,2026-09-19,2002,1.87,n,312.65,292.02,N20,VIIRS,N
23.76265,86.395,2026-09-19,2002,1.87,n,307.77,292.65,N20,VIIRS,N
23.76413,86.40688,2026-09-19,2002,2.57,n,307.85,292.23,N20,VIIRS,N
23.76473,86.40313,2026-09-19,2002,2.57,n,340.62,293.77,N20,VIIRS,N
23.76655,86.39187,2026-09-19,2002,2.24,n,315.82,294.17,N20,VIIRS,N
23.76803,86.40376,2026-09-19,2002,3.7,n,331.65,293.37,N20,VIIRS,N
23.76863,86.4,2026-09-19,2002,2.28,n,309.81,292.97,N20,VIIRS,N
23.77045,86.38873,2026-09-19,2002,2.13,n,305.68,292.31,N20,VIIRS,N
23.77097,86.19568,2026-09-19,2002,1.04,n,307.7,291.93,N20,VIIRS,N
23.77366,86.20004,2026-09-19,2002,1.27,n,306.49,292.36,N20,VIIRS,N
23.77408,86.36622,2026-09-19,2002,2.3,n,314.84,292.21,N20,VIIRS,N
23.77426,86.19629,2026-09-19,2002,1.27,n,314.01,292.54,N20,VIIRS,N
23.77435,86.38561,2026-09-19,2002,1.3,n,306.85,292.5,N20,VIIRS,N
23.77469,86.36246,2026-09-19,2002,3.62,n,329.02,292.49,N20,VIIRS,N
23.77513,85.99998,2026-09-19,2002,1.0,n,309.93,292.22,N20,VIIRS,N
23.77515,86.21189,2026-09-19,2002,1.15,n,308.23,292.61,N20,VIIRS,N
23.77572,85.99624,2026-09-19,2002,1.0,n,308.11,292.46,N20,VIIRS,N
23.77739,86.38979,2026-09-19,2002,2.14,n,317.88,292.69,N20,VIIRS,N
23.778,86.38602,2026-09-19,2002,2.37,n,312.07,291.89,N20,VIIRS,N
23.77844,86.21251,2026-09-19,2002,2.45,n,317.83,292.68,N20,VIIRS,N
23.77876,86.14702,2026-09-19,2002,0.64,n,307.8,291.5,N20,VIIRS,N
23.77904,86.20876,2026-09-19,2002,2.77,n,324.36,293.53,N20,VIIRS,N
23.7804,86.34808,2026-09-19,2002,1.8,n,311.61,291.91,N20,VIIRS,N
23.78044,86.37102,2026-09-19,2002,1.6,n,306.3,292.37,N20,VIIRS,N
23.78069,86.3904,2026-09-19,2002,2.14,n,321.61,293.79,N20,VIIRS,N
23.78092,85.57468,2026-09-19,2002,1.53,n,308.65,293.87,N20,VIIRS,N
23.78151,85.57095,2026-09-19,2002,1.59,n,305.51,292.45,N20,VIIRS,N
23.78233,86.20939,2026-09-19,2002,2.77,n,323.42,293.17,N20,VIIRS,N
23.78312,86.3754,2026-09-19,2002,1.51,n,309.13,292.17,N20,VIIRS,N
23.78399,86.39103,2026-09-19,2002,1.67,n,304.69,291.85,N20,VIIRS,N
23.7853,86.34102,2026-09-19,2002,1.4,n,310.38,292.03,N20,VIIRS,N
23.78773,85.55286,2026-09-19,2002,1.75,n,316.62,292.87,N20,VIIRS,N
23.79519,86.23499,2026-09-19,2002,1.69,n,310.01,292.3,N20,VIIRS,N
23.79666,86.35478,2026-09-19,2002,1.9,n,314.39,292.26,N20,VIIRS,N
23.79726,86.35102,2026-09-19,2002,3.52,n,318.34,292.3,N20,VIIRS,N
23.80003,86.3129,2026-09-19,2002,1.17,n,305.73,292.29,N20,VIIRS,N
23.80359,86.33289,2026-09-19,2002,1.59,n,307.73,292.22,N20,VIIRS,N
23.8042,86.32915,2026-09-19,2002,4.47,n,328.47,293.89,N20,VIIRS,N
23.80749,86.32977,2026-09-19,2002,1.27,n,306.35,291.86,N20,VIIRS,N
23.8238,85.49728,2026-09-19,2002,1.11,n,311.72,294.39,N20,VIIRS,N
23.826,84.57253,2026-09-19,2002,1.36,n,307.21,291.27,N20,VIIRS,N
23.8271,85.49789,2026-09-19,2002,1.11,n,310.14,293.95,N20,VIIRS,N
23.82933,84.57312,2026-09-19,2002,1.27,n,308.44,290.96,N20,VIIRS,N
23.83834,85.46913,2026-09-19,2002,1.73,n,315.1,294.38,N20,VIIRS,N
23.84023,85.30353,2026-09-19,2002,0.71,n,303.97,290.94,N20,VIIRS,N
24.11587,86.86164,2026-09-19,2002,1.33,n,309.48,292.01,N20,VIIRS,N
24.11649,86.85783,2026-09-19,2002,1.33,n,312.92,291.66,N20,VIIRS,N
24.16338,82.63012,2026-09-19,2002,0.39,n,302.01,287.94,N20,VIIRS,N
24.18481,82.66078,2026-09-19,2002,0.9,n,305.66,290.5,N20,VIIRS,N
24.1989,82.71764,2026-09-19,2002,3.05,n,316.4,290.96,N20,VIIRS,N
24.20372,82.70918,2026-09-19,2002,1.24,n,309.88,290.46,N20,VIIRS,N
24.2068,82.52649,2026-09-19,2002,1.17,n,306.38,290.86,N20,VIIRS,N
24.20728,82.70983,2026-09-19,2002,0.98,n,306.33,291.04,N20,VIIRS,N
24.44998,83.03934,2026-09-19,2002,1.42,n,305.56,291.42,N20,VIIRS,N
24.92492,84.15405,2026-09-19,2002,2.57,n,306.5,292.15,N20,VIIRS,N
25.03702,87.38866,2026-09-19,2002,1.18,n,310.24,289.2,N20,VIIRS,N
25.57505,85.24626,2026-09-19,2002,0.38,n,308.07,293.5,N20,VIIRS,N
25.81226,88.88365,2026-09-19,2002,1.62,n,305.82,291.87,N20,VIIRS,N
26.76043,83.19894,2026-09-19,2002,6.61,n,312.52,293.22,N20,VIIRS,N
28.323,77.21689,2026-09-19,2002,0.36,n,304.51,293.74,N20,VIIRS,N
28.34594,77.25532,2026-09-19,2002,1.11,n,314.61,294.19,N20,VIIRS,N
28.37594,77.22356,2026-09-19,2002,0.55,n,307.94,293.98,N20,VIIRS,N
28.70909,76.85545,2026-09-19,2002,0.49,n,306.37,294.17,N20,VIIRS,N
28.77491,76.94707,2026-09-19,2002,1.51,n,322.46,294.16,N20,VIIRS,N
28.78024,76.94765,2026-09-19,2002,0.52,n,308.57,293.94,N20,VIIRS,N
29.1234,75.77717,2026-09-19,2002,0.84,n,305.55,294.91,N20,VIIRS,N
29.12507,75.77593,2026-09-19,2002,0.86,n,308.72,295.01,N20,VIIRS,N
29.22525,88.3516,2026-09-19,2002,1.04,n,301.51,281.35,N20,VIIRS,N
29.37581,91.15088,2026-09-19,2002,1.12,n,299.66,282.82,N20,VIIRS,N
31.25935,76.91826,2026-09-19,2002,0.5,n,300.04,289.72,N20,VIIRS,N
31.37157,76.35206,2026-09-19,2002,0.87,n,306.86,292.38,N20,VIIRS,N
17.60665,83.20277,2026-09-19,2004,1.43,n,313.5,282.82,N20,VIIRS,N
17.60998,83.20332,2026-09-19,2004,1.43,n,318.7,282.56,N20,VIIRS,N
17.69589,83.23974,2026-09-19,2004,1.1,n,304.85,282.13,N20,VIIRS,N
19.09713,82.16763,2026-09-19,2004,1.5,n,298.97,280.66,N20,VIIRS,N
20.69686,78.63512,2026-09-19,2004,1.6,n,296.85,263.36,N20,VIIRS,N
20.75995,85.29889,2026-09-19,2004,1.88,n,320.66,291.64,N20,VIIRS,N
20.76054,85.29523,2026-09-19,2004,1.88,n,316.08,290.81,N20,VIIRS,N
20.77387,85.33908,2026-09-19,2004,0.84,n,305.47,290.14,N20,VIIRS,N
20.78554,85.26583,2026-09-19,2004,1.52,n,311.01,290.97,N20,VIIRS,N
20.78612,85.26218,2026-09-19,2004,1.52,n,326.49,291.61,N20,VIIRS,N
20.7867,85.25852,2026-09-19,2004,1.29,n,309.63,290.92,N20,VIIRS,N
20.78883,85.26643,2026-09-19,2004,1.52,n,306.17,290.36,N20,VIIRS,N
20.79445,85.25238,2026-09-19,2004,5.53,n,333.35,291.78,N20,VIIRS,N
20.8004,85.25996,2026-09-19,2004,0.77,n,306.37,289.81,N20,VIIRS,N
20.80428,85.2569,2026-09-19,2004,0.77,n,306.11,290.31,N20,VIIRS,N
20.80757,85.25748,2026-09-19,2004,2.62,n,326.54,291.82,N20,VIIRS,N
20.80816,85.25383,2026-09-19,2004,1.4,n,305.79,290.16,N20,VIIRS,N
20.86363,84.98898,2026-09-19,2004,2.0,n,305.59,290.94,N20,VIIRS,N
20.86421,84.98531,2026-09-19,2004,1.06,n,311.15,290.17,N20,VIIRS,N
20.86635,84.99323,2026-09-19,2004,2.0,n,332.4,291.68,N20,VIIRS,N
20.86692,84.98956,2026-09-19,2004,2.0,n,323.24,291.67,N20,VIIRS,N
20.88512,84.98151,2026-09-19,2004,1.32,n,309.67,290.95,N20,VIIRS,N
