latitude,longitude,acq_date,acq_time,frp,confidence,bright_ti4,bright_ti5,satellite,instrument,daynight
20.88841,84.98209,2026-09-19,2004,1.32,n,318.74,291.48,N20,VIIRS,N
20.95193,86.04904,2026-09-19,2004,5.36,n,335.54,289.9,N20,VIIRS,N
20.95526,85.01274,2026-09-19,2004,1.03,n,310.3,291.68,N20,VIIRS,N
20.95855,85.01331,2026-09-19,2004,1.03,n,308.78,291.6,N20,VIIRS,N
20.96156,85.18717,2026-09-19,2004,3.1,n,316.07,291.27,N20,VIIRS,N
20.96214,85.1835,2026-09-19,2004,1.25,n,314.27,291.48,N20,VIIRS,N
20.96388,85.17252,2026-09-19,2004,1.49,n,323.31,291.83,N20,VIIRS,N
20.96446,85.16885,2026-09-19,2004,1.68,n,321.04,292.38,N20,VIIRS,N
20.96485,85.18776,2026-09-19,2004,3.1,n,334.99,292.34,N20,VIIRS,N
20.96504,85.16519,2026-09-19,2004,1.68,n,320.28,291.91,N20,VIIRS,N
20.96518,86.0515,2026-09-19,2004,2.05,n,307.58,289.68,N20,VIIRS,N
20.96543,85.1841,2026-09-19,2004,1.25,n,314.42,291.76,N20,VIIRS,N
20.96562,85.16152,2026-09-19,2004,1.69,n,309.74,291.4,N20,VIIRS,N
20.96601,85.18044,2026-09-19,2004,1.25,n,315.36,291.43,N20,VIIRS,N
20.96659,85.17677,2026-09-19,2004,1.49,n,306.75,291.76,N20,VIIRS,N
20.96678,85.15421,2026-09-19,2004,1.9,n,307.01,291.05,N20,VIIRS,N
20.96717,85.17311,2026-09-19,2004,1.49,n,311.39,291.57,N20,VIIRS,N
20.96775,85.16944,2026-09-19,2004,1.68,n,310.04,291.57,N20,VIIRS,N
20.96793,86.01374,2026-09-19,2004,2.25,n,317.94,288.93,N20,VIIRS,N
20.96989,85.17736,2026-09-19,2004,2.66,n,322.22,291.81,N20,VIIRS,N
20.97008,85.15479,2026-09-19,2004,1.9,n,326.0,292.1,N20,VIIRS,N
20.97047,85.1737,2026-09-19,2004,2.66,n,343.18,292.94,N20,VIIRS,N
20.97124,86.01436,2026-09-19,2004,1.88,n,305.42,289.06,N20,VIIRS,N
20.97376,85.17429,2026-09-19,2004,2.66,n,308.63,291.75,N20,VIIRS,N
20.97763,85.17122,2026-09-19,2004,1.49,n,323.79,292.53,N20,VIIRS,N
20.97821,85.16756,2026-09-19,2004,1.49,n,309.49,291.43,N20,VIIRS,N
20.97956,85.13765,2026-09-19,2004,1.41,n,308.97,292.08,N20,VIIRS,N
20.98014,85.134,2026-09-19,2004,2.43,n,310.26,292.2,N20,VIIRS,N
20.99563,86.01121,2026-09-19,2004,1.73,n,312.28,288.9,N20,VIIRS,N
20.99984,86.0273,2026-09-19,2004,1.85,n,307.54,290.41,N20,VIIRS,N
21.00368,86.02402,2026-09-19,2004,1.38,n,306.57,289.6,N20,VIIRS,N
21.0731,85.04089,2026-09-19,2004,1.02,n,310.77,291.36,N20,VIIRS,N
21.07524,85.04881,2026-09-19,2004,1.58,n,313.59,292.02,N20,VIIRS,N
21.07581,85.04514,2026-09-19,2004,1.02,n,307.37,292.17,N20,VIIRS,N
21.07639,85.04147,2026-09-19,2004,1.02,n,312.17,291.56,N20,VIIRS,N
21.07697,85.03781,2026-09-19,2004,7.5,n,342.93,293.54,N20,VIIRS,N
21.07969,85.04206,2026-09-19,2004,1.04,n,308.21,291.51,N20,VIIRS,N
21.08026,85.0384,2026-09-19,2004,2.28,n,329.82,292.01,N20,VIIRS,N
21.08084,85.03472,2026-09-19,2004,2.28,n,328.31,292.54,N20,VIIRS,N
21.23272,79.62821,2026-09-19,2004,0.57,n,298.76,273.83,N20,VIIRS,N
21.33582,78.96758,2026-09-19,2004,1.28,n,305.39,278.72,N20,VIIRS,N
21.75605,83.84505,2026-09-19,2004,2.13,n,309.9,280.45,N20,VIIRS,N
21.7594,83.84563,2026-09-19,2004,0.88,n,305.35,281.1,N20,VIIRS,N
21.75998,83.8418,2026-09-19,2004,0.88,n,303.63,281.31,N20,VIIRS,N
21.76218,83.85002,2026-09-19,2004,2.01,n,307.22,280.83,N20,VIIRS,N
21.76276,83.8462,2026-09-19,2004,0.88,n,302.27,280.62,N20,VIIRS,N
21.76328,84.01814,2026-09-19,2004,1.38,n,309.62,288.89,N20,VIIRS,N
21.76662,84.01871,2026-09-19,2004,1.58,n,320.21,289.73,N20,VIIRS,N
21.76664,85.57968,2026-09-19,2004,0.79,n,305.79,290.41,N20,VIIRS,N
21.76997,84.01929,2026-09-19,2004,1.58,n,307.44,289.01,N20,VIIRS,N
21.81857,83.99249,2026-09-19,2004,1.71,n,306.11,286.73,N20,VIIRS,N
21.85997,83.96833,2026-09-19,2004,0.65,n,306.31,286.2,N20,VIIRS,N
21.87498,83.49529,2026-09-19,2004,0.81,n,303.79,283.91,N20,VIIRS,N
21.87992,83.55631,2026-09-19,2004,0.65,n,301.34,278.94,N20,VIIRS,N
21.91668,83.35292,2026-09-19,2004,0.63,n,304.58,287.53,N20,VIIRS,N
21.92009,83.3535,2026-09-19,2004,2.1,n,320.73,288.8,N20,VIIRS,N
21.92067,83.34953,2026-09-19,2004,2.1,n,323.96,289.22,N20,VIIRS,N
21.92408,83.35011,2026-09-19,2004,2.1,n,317.81,288.75,N20,VIIRS,N
21.92493,85.22456,2026-09-19,2004,1.43,n,309.13,290.96,N20,VIIRS,N
21.92582,83.33821,2026-09-19,2004,1.43,n,315.63,288.78,N20,VIIRS,N
21.95477,83.80692,2026-09-19,2004,0.63,n,305.3,281.88,N20,VIIRS,N
21.95535,83.80306,2026-09-19,2004,0.63,n,304.19,281.4,N20,VIIRS,N
22.01607,83.75348,2026-09-19,2004,1.69,n,314.82,279.56,N20,VIIRS,N
22.03915,83.3522,2026-09-19,2004,1.05,n,297.8,270.7,N20,VIIRS,N
22.0397,83.73368,2026-09-19,2004,1.66,n,312.12,285.38,N20,VIIRS,N
22.04027,83.7298,2026-09-19,2004,1.66,n,316.48,284.63,N20,VIIRS,N
22.06451,83.70605,2026-09-19,2004,1.2,n,304.72,279.87,N20,VIIRS,N
22.13448,85.38329,2026-09-19,2004,1.0,n,307.12,291.2,N20,VIIRS,N
22.20452,84.84786,2026-09-19,2004,1.55,n,308.2,289.35,N20,VIIRS,N
22.2094,84.86019,2026-09-19,2004,2.21,n,307.65,289.88,N20,VIIRS,N
22.2096,84.5503,2026-09-19,2004,0.63,n,304.8,283.28,N20,VIIRS,N
22.21213,84.8645,2026-09-19,2004,2.21,n,331.22,290.53,N20,VIIRS,N
22.21701,84.87682,2026-09-19,2004,1.17,n,306.19,289.77,N20,VIIRS,N
22.31545,84.76791,2026-09-19,2004,1.43,n,305.71,291.03,N20,VIIRS,N
22.31886,82.56233,2026-09-19,2004,0.86,n,300.53,274.26,N20,VIIRS,N
22.57358,85.89606,2026-09-19,2004,2.44,n,309.11,292.07,N20,VIIRS,N
22.59275,85.90345,2026-09-19,2004,1.27,n,305.03,289.41,N20,VIIRS,N
22.78869,86.20778,2026-09-19,2004,1.01,n,306.49,289.89,N20,VIIRS,N
22.7893,86.20404,2026-09-19,2004,2.09,n,308.66,289.55,N20,VIIRS,N
22.79051,86.19659,2026-09-19,2004,4.01,n,337.09,291.85,N20,VIIRS,N
22.79139,86.21214,2026-09-19,2004,1.93,n,313.54,290.49,N20,VIIRS,N
22.79919,86.20592,2026-09-19,2004,1.15,n,325.3,290.49,N20,VIIRS,N
22.7998,86.20219,2026-09-19,2004,1.15,n,309.7,291.05,N20,VIIRS,N
22.80078,86.09097,2026-09-19,2004,1.12,n,306.39,292.65,N20,VIIRS,N
22.81127,86.08908,2026-09-19,2004,0.86,n,307.82,292.22,N20,VIIRS,N
22.81516,86.08597,2026-09-19,2004,1.18,n,306.19,291.6,N20,VIIRS,N
22.81846,86.08659,2026-09-19,2004,0.6,n,307.4,291.5,N20,VIIRS,N
22.85781,86.0544,2026-09-19,2004,0.69,n,304.33,291.17,N20,VIIRS,N
22.87368,86.06121,2026-09-19,2004,1.42,n,311.09,292.08,N20,VIIRS,N
23.16543,82.33973,2026-09-19,2004,2.12,n,309.15,275.54,N20,VIIRS,N
23.16604,82.33529,2026-09-19,2004,1.17,n,298.07,274.14,N20,VIIRS,N
24.66176,74.63097,2026-09-19,2004,1.67,n,303.82,287.87,N20,VIIRS,N
24.66305,74.62963,2026-09-19,2004,1.36,n,303.55,287.72,N20,VIIRS,N
24.76331,74.60503,2026-09-19,2004,1.41,n,305.56,287.83,N20,VIIRS,N
24.7646,74.60448,2026-09-19,2004,1.4,n,308.05,288.22,N20,VIIRS,N
12.87542,79.88532,2026-09-19,2006,1.28,n,295.03,270.94,N20,VIIRS,N
15.66084,73.98598,2026-09-19,2006,0.56,n,302.79,277.06,N20,VIIRS,N
8.46172,80.40818,2026-09-19,2008,1.87,n,329.78,290.91,N20,VIIRS,N
8.46512,80.4087,2026-09-19,2008,1.87,n,308.93,291.01,N20,VIIRS,N
8.66998,77.99268,2026-09-19,2008,0.62,n,297.68,273.35,N20,VIIRS,N
30.78486,70.03537,2026-09-19,2142,1.16,n,304.86,287.42,N20,VIIRS,N
31.26162,76.92526,2026-09-19,2142,1.11,n,300.32,287.99,N20,VIIRS,N
31.36614,76.35643,2026-09-19,2142,0.65,n,301.96,291.53,N20,VIIRS,N
31.77139,70.10714,2026-09-19,2142,0.77,n,307.73,292.56,N20,VIIRS,N
32.72392,72.92401,2026-09-19,2142,0.65,n,305.62,293.06,N20,VIIRS,N
32.89003,71.61552,2026-09-19,2142,1.52,n,309.48,292.99,N20,VIIRS,N
33.29682,71.18546,2026-09-19,2142,1.19,n,307.84,292.45,N20,VIIRS,N
21.10038,72.63519,2026-09-19,2144,2.14,n,303.85,285.78,N20,VIIRS,N
21.10389,72.63309,2026-09-19,2144,4.43,n,313.29,285.52,N20,VIIRS,N
21.10405,72.64779,2026-09-19,2144,3.04,n,301.83,285.96,N20,VIIRS,N
21.10533,72.64235,2026-09-19,2144,3.04,n,315.96,286.21,N20,VIIRS,N
21.10661,72.63691,2026-09-19,2144,2.14,n,302.71,286.17,N20,VIIRS,N
21.10751,72.64562,2026-09-19,2144,7.25,n,318.76,286.67,N20,VIIRS,N
22.2677,75.13026,2026-09-19,2144,1.06,n,300.85,287.33,N20,VIIRS,N
22.33166,69.74821,2026-09-19,2144,1.34,n,305.26,293.53,N20,VIIRS,N
22.41432,69.03868,2026-09-19,2144,1.0,n,309.71,293.81,N20,VIIRS,N
22.41924,69.03994,2026-09-19,2144,0.91,n,312.8,293.76,N20,VIIRS,N
22.9341,69.69615,2026-09-19,2144,0.95,n,306.45,293.49,N20,VIIRS,N
23.4079,72.41495,2026-09-19,2144,0.46,n,304.23,288.61,N20,VIIRS,N
23.49803,68.57835,2026-09-19,2144,1.71,n,309.77,295.89,N20,VIIRS,N
25.39002,68.58538,2026-09-19,2144,1.94,n,310.77,295.97,N20,VIIRS,N
25.39012,68.58351,2026-09-19,2144,2.07,n,315.33,296.25,N20,VIIRS,N
26.26021,74.09663,2026-09-19,2144,0.99,n,303.17,290.32,N20,VIIRS,N
18.68424,73.03368,2026-09-19,2146,2.77,n,298.73,279.04,N20,VIIRS,N
18.68578,73.02732,2026-09-19,2146,1.72,n,300.36,279.86,N20,VIIRS,N
20.75905,85.29786,2026-09-20,716,3.53,n,328.64,295.4,N20,VIIRS,D
20.78524,85.26197,2026-09-20,716,5.01,n,336.54,296.47,N20,VIIRS,D
20.7925,85.25673,2026-09-20,716,5.45,n,326.89,295.22,N20,VIIRS,D
20.80503,85.25785,2026-09-20,716,3.8,n,327.56,296.15,N20,VIIRS,D
20.86439,84.98729,2026-09-20,716,4.78,n,331.39,289.22,N20,VIIRS,D
20.95098,86.04514,2026-09-20,716,4.34,n,327.25,294.12,N20,VIIRS,D
20.95185,86.05006,2026-09-20,716,4.34,n,326.98,294.01,N20,VIIRS,D
20.96442,86.01403,2026-09-20,716,4.96,n,327.74,293.75,N20,VIIRS,D
20.99555,86.01286,2026-09-20,716,5.03,n,335.65,294.14,N20,VIIRS,D
21.07588,85.03978,2026-09-20,716,6.79,n,343.94,293.26,N20,VIIRS,D
21.07986,85.03893,2026-09-20,716,6.79,n,329.45,291.7,N20,VIIRS,D
22.3185,82.56506,2026-09-20,716,3.93,n,327.59,292.96,N20,VIIRS,D
22.31906,82.59113,2026-09-20,716,6.55,n,340.98,292.36,N20,VIIRS,D
22.32356,82.58999,2026-09-20,716,7.09,n,340.61,292.45,N20,VIIRS,D
27.74538,96.12411,2026-09-20,716,4.89,n,335.28,289.21,N20,VIIRS,D
27.81976,96.31673,2026-09-20,716,3.52,n,337.89,289.48,N20,VIIRS,D
31.75117,74.22893,2026-09-20,720,7.49,n,349.18,297.32,N20,VIIRS,D
31.75249,74.22868,2026-09-20,720,6.78,n,348.8,297.21,N20,VIIRS,D
9.1461,78.24368,2026-09-20,854,2.19,n,330.47,284.85,N20,VIIRS,D
9.14637,78.24123,2026-09-20,854,3.6,n,337.47,285.3,N20,VIIRS,D
9.40093,78.90057,2026-09-20,854,3.1,n,332.37,280.85,N20,VIIRS,D
10.91339,77.24493,2026-09-20,854,1.84,n,331.87,290.83,N20,VIIRS,D
12.10892,76.93208,2026-09-20,854,3.04,n,331.79,284.49,N20,VIIRS,D
12.3654,76.82854,2026-09-20,854,1.36,n,328.11,278.75,N20,VIIRS,D
15.81305,74.9028,2026-09-20,856,4.83,n,332.5,301.71,N20,VIIRS,D
17.01515,74.87876,2026-09-20,856,4.15,n,342.38,298.67,N20,VIIRS,D
18.54101,74.30173,2026-09-20,856,2.06,n,334.78,294.73,N20,VIIRS,D
19.36772,71.35377,2026-09-20,856,5.58,n,338.79,291.43,N20,VIIRS,D
22.80204,70.89408,2026-09-20,858,1.83,n,334.53,295.93,N20,VIIRS,D
23.11944,70.08595,2026-09-20,858,2.01,n,330.85,297.67,N20,VIIRS,D
24.8516,69.21294,2026-09-20,858,6.61,n,341.49,303.04,N20,VIIRS,D
24.9751,68.16383,2026-09-20,858,15.16,l,339.78,310.67,N20,VIIRS,D
24.97656,68.16115,2026-09-20,858,30.9,n,352.86,313.07,N20,VIIRS,D
31.12047,74.68233,2026-09-20,900,5.38,n,331.04,298.8,N20,VIIRS,D
31.12261,74.68405,2026-09-20,900,4.68,n,343.39,299.84,N20,VIIRS,D
31.35372,72.94551,2026-09-20,900,2.15,n,334.92,299.45,N20,VIIRS,D
31.4519,74.87649,2026-09-20,900,4.05,n,338.6,299.07,N20,VIIRS,D
31.45558,74.87454,2026-09-20,900,5.64,n,332.77,298.68,N20,VIIRS,D
31.53168,74.529,2026-09-20,900,4.0,n,335.08,298.29,N20,VIIRS,D
31.53196,74.53394,2026-09-20,900,4.0,n,337.15,298.81,N20,VIIRS,D
31.53327,74.53089,2026-09-20,900,6.73,n,355.55,299.57,N20,VIIRS,D
31.66455,77.31993,2026-09-20,900,9.43,n,331.51,294.41,N20,VIIRS,D
31.66479,77.32564,2026-09-20,900,8.0,n,327.04,293.84,N20,VIIRS,D
31.66543,77.31978,2026-09-20,900,11.91,n,339.54,294.42,N20,VIIRS,D
31.87234,74.7244,2026-09-20,900,4.09,n,331.7,298.66,N20,VIIRS,D
31.92649,70.50484,2026-09-20,900,1.72,n,330.04,297.54,N20,VIIRS,D
35.4362,73.61758,2026-09-20,900,4.47,n,333.61,297.67,N20,VIIRS,D
35.99115,94.8314,2026-09-20,1940,1.84,n,308.3,277.07,N20,VIIRS,N
29.37791,91.15096,2026-09-20,1942,1.69,n,301.51,279.31,N20,VIIRS,N
20.53217,85.9052,2026-09-20,1945,0.55,n,304.58,284.63,N20,VIIRS,N
20.78831,85.26603,2026-09-20,1945,1.75,n,308.23,288.74,N20,VIIRS,N
20.79417,85.25134,2026-09-20,1945,2.96,n,325.55,288.39,N20,VIIRS,N
20.80506,85.25813,2026-09-20,1945,2.0,n,309.35,288.69,N20,VIIRS,N
20.80892,85.25868,2026-09-20,1945,1.56,n,306.2,288.62,N20,VIIRS,N
20.8096,85.25357,2026-09-20,1945,1.39,n,307.29,288.38,N20,VIIRS,N
20.87114,84.99854,2026-09-20,1945,1.78,n,304.04,289.58,N20,VIIRS,N
20.87126,84.99799,2026-09-20,1945,3.49,n,304.62,290.05,N20,VIIRS,N
20.9419,86.06066,2026-09-20,1945,1.37,n,305.06,286.26,N20,VIIRS,N
20.95113,86.0479,2026-09-20,1945,2.37,n,311.19,287.25,N20,VIIRS,N
20.95174,86.04324,2026-09-20,1945,3.44,n,324.61,287.69,N20,VIIRS,N
20.96261,85.19024,2026-09-20,1945,3.47,n,320.07,289.96,N20,VIIRS,N
20.96327,85.1851,2026-09-20,1945,2.52,n,319.42,289.06,N20,VIIRS,N
20.96393,85.17992,2026-09-20,1945,2.52,n,307.33,288.9,N20,VIIRS,N
20.96412,86.00692,2026-09-20,1945,3.72,n,326.78,279.51,N20,VIIRS,N
20.96459,85.17471,2026-09-20,1945,2.35,n,315.36,289.55,N20,VIIRS,N
20.96526,85.16948,2026-09-20,1945,2.35,n,309.05,288.99,N20,VIIRS,N
20.9659,86.05021,2026-09-20,1945,1.78,n,311.95,287.42,N20,VIIRS,N
20.96592,85.16428,2026-09-20,1945,3.23,n,311.33,288.35,N20,VIIRS,N
20.96848,85.17528,2026-09-20,1945,2.35,n,327.91,288.76,N20,VIIRS,N
20.96914,85.17005,2026-09-20,1945,2.35,n,306.98,289.16,N20,VIIRS,N
20.97114,85.15437,2026-09-20,1945,2.14,n,308.91,286.21,N20,VIIRS,N
20.97236,85.17583,2026-09-20,1945,1.62,n,307.46,286.4,N20,VIIRS,N
20.97691,85.17117,2026-09-20,1945,1.62,n,314.89,288.71,N20,VIIRS,N
21.07769,85.03757,2026-09-20,1945,4.31,n,335.4,290.41,N20,VIIRS,N
21.07798,85.03616,2026-09-20,1945,4.68,n,335.65,290.89,N20,VIIRS,N
21.07835,85.03228,2026-09-20,1945,4.31,n,302.35,289.54,N20,VIIRS,N
21.08161,85.03815,2026-09-20,1945,1.13,n,305.5,289.27,N20,VIIRS,N
21.08189,85.03674,2026-09-20,1945,4.68,n,310.77,289.62,N20,VIIRS,N
21.08228,85.03286,2026-09-20,1945,1.13,n,302.53,289.28,N20,VIIRS,N
21.18114,81.38513,2026-09-20,1945,2.23,n,314.44,287.01,N20,VIIRS,N
21.1861,81.38574,2026-09-20,1945,2.23,n,305.08,287.1,N20,VIIRS,N
21.20059,81.40125,2026-09-20,1945,4.18,n,334.12,286.59,N20,VIIRS,N
21.31235,81.58861,2026-09-20,1945,1.26,n,304.07,286.7,N20,VIIRS,N
21.36642,81.68433,2026-09-20,1945,1.8,n,303.11,286.42,N20,VIIRS,N
21.37653,81.63822,2026-09-20,1945,1.08,n,304.87,287.07,N20,VIIRS,N
21.37683,81.67972,2026-09-20,1945,2.16,n,307.87,286.1,N20,VIIRS,N
21.37888,81.64006,2026-09-20,1945,1.93,n,304.58,287.12,N20,VIIRS,N
21.37949,81.68157,2026-09-20,1945,1.44,n,305.79,286.19,N20,VIIRS,N
21.47337,97.27766,2026-09-20,1945,0.65,n,303.25,284.82,N20,VIIRS,N
21.487,81.76641,2026-09-20,1945,1.47,n,305.06,285.66,N20,VIIRS,N
21.74767,83.84072,2026-09-20,1945,2.13,n,310.24,279.18,N20,VIIRS,N
21.75554,83.84048,2026-09-20,1945,1.08,n,300.51,278.5,N20,VIIRS,N
21.7562,83.84184,2026-09-20,1945,1.64,n,306.27,278.88,N20,VIIRS,N
21.758,83.81921,2026-09-20,1945,0.58,n,301.53,279.95,N20,VIIRS,N
21.7598,83.84106,2026-09-20,1945,1.08,n,300.93,278.73,N20,VIIRS,N
21.76046,83.84241,2026-09-20,1945,1.18,n,302.27,278.49,N20,VIIRS,N
21.76308,83.85017,2026-09-20,1945,1.23,n,308.46,278.76,N20,VIIRS,N
21.76357,83.84593,2026-09-20,1945,0.74,n,301.38,278.9,N20,VIIRS,N
21.76419,83.84727,2026-09-20,1945,1.18,n,308.07,278.97,N20,VIIRS,N
21.87476,83.49566,2026-09-20,1945,0.64,n,300.22,279.71,N20,VIIRS,N
21.87912,83.49628,2026-09-20,1945,0.64,n,300.48,279.42,N20,VIIRS,N
21.88086,83.55597,2026-09-20,1945,0.45,n,298.93,276.45,N20,VIIRS,N
21.91836,83.35081,2026-09-20,1945,1.61,n,299.89,278.96,N20,VIIRS,N
21.91895,83.34888,2026-09-20,1945,2.48,n,299.17,278.11,N20,VIIRS,N
21.92277,83.35143,2026-09-20,1945,1.61,n,321.59,280.21,N20,VIIRS,N
21.92329,83.34681,2026-09-20,1945,1.61,n,304.44,278.65,N20,VIIRS,N
21.92335,83.34949,2026-09-20,1945,2.48,n,325.0,279.93,N20,VIIRS,N
21.98576,83.23212,2026-09-20,1945,0.23,n,300.59,271.2,N20,VIIRS,N
22.00775,82.67078,2026-09-20,1945,0.83,n,295.44,269.21,N20,VIIRS,N
22.01481,83.75535,2026-09-20,1945,1.5,n,304.24,277.21,N20,VIIRS,N
22.01859,83.3367,2026-09-20,1945,1.12,n,306.35,285.73,N20,VIIRS,N
22.03295,83.36681,2026-09-20,1945,1.88,n,306.18,288.11,N20,VIIRS,N
22.03296,83.36491,2026-09-20,1945,2.49,n,306.55,287.8,N20,VIIRS,N
22.03892,83.35176,2026-09-20,1945,3.06,n,311.66,285.93,N20,VIIRS,N
22.039,83.35371,2026-09-20,1945,2.36,n,308.07,286.43,N20,VIIRS,N
22.0394,83.73211,2026-09-20,1945,2.23,n,308.34,283.92,N20,VIIRS,N
22.03955,83.34908,2026-09-20,1945,1.36,n,307.96,286.01,N20,VIIRS,N
22.0646,83.70432,2026-09-20,1945,1.02,n,302.81,281.93,N20,VIIRS,N
22.20257,84.57671,2026-09-20,1945,1.03,n,305.3,282.47,N20,VIIRS,N
22.20756,84.86973,2026-09-20,1945,0.46,n,298.08,267.78,N20,VIIRS,N
22.20896,84.85838,2026-09-20,1945,0.49,n,296.83,270.84,N20,VIIRS,N
22.20932,84.54865,2026-09-20,1945,0.87,n,305.55,283.63,N20,VIIRS,N
22.21011,84.54993,2026-09-20,1945,0.94,n,304.41,282.91,N20,VIIRS,N
22.21532,84.84,2026-09-20,1945,0.75,n,303.95,274.52,N20,VIIRS,N
22.22494,83.48114,2026-09-20,1945,0.91,n,303.03,287.08,N20,VIIRS,N
22.32206,82.56409,2026-09-20,1945,1.4,n,302.94,280.71,N20,VIIRS,N
22.32247,82.58744,2026-09-20,1945,1.53,n,305.05,279.32,N20,VIIRS,N
22.32377,82.59079,2026-09-20,1945,1.72,n,309.68,279.57,N20,VIIRS,N
22.33013,82.60429,2026-09-20,1945,1.36,n,303.26,275.78,N20,VIIRS,N
22.3313,82.60766,2026-09-20,1945,0.86,n,303.11,275.35,N20,VIIRS,N
22.36094,82.30264,2026-09-20,1945,1.53,n,305.11,273.75,N20,VIIRS,N
22.36229,82.29918,2026-09-20,1945,0.64,n,300.1,273.33,N20,VIIRS,N
22.3775,87.28081,2026-09-20,1945,1.16,n,300.07,269.91,N20,VIIRS,N
22.37811,87.27651,2026-09-20,1945,1.16,n,305.3,269.51,N20,VIIRS,N
22.4723,91.73542,2026-09-20,1945,0.6,n,305.48,284.1,N20,VIIRS,N
22.47799,90.70917,2026-09-20,1945,0.61,n,298.26,273.29,N20,VIIRS,N
22.87329,88.21214,2026-09-20,1945,0.82,n,305.2,285.01,N20,VIIRS,N
23.16778,82.3417,2026-09-20,1945,1.96,n,303.57,281.75,N20,VIIRS,N
23.55557,87.24114,2026-09-20,1945,1.85,n,305.9,282.76,N20,VIIRS,N
23.55915,87.24172,2026-09-20,1945,1.31,n,304.37,282.47,N20,VIIRS,N
23.6326,86.2952,2026-09-20,1945,1.12,n,302.8,285.99,N20,VIIRS,N
23.6637,87.16022,2026-09-20,1945,1.15,n,302.03,284.58,N20,VIIRS,N
23.66432,87.15569,2026-09-20,1945,1.15,n,305.89,283.67,N20,VIIRS,N
23.67452,85.3241,2026-09-20,1945,1.33,n,301.51,286.89,N20,VIIRS,N
23.67607,86.40242,2026-09-20,1945,2.0,n,307.95,286.42,N20,VIIRS,N
23.67672,86.39754,2026-09-20,1945,3.73,n,318.41,287.09,N20,VIIRS,N
23.67891,90.39069,2026-09-20,1945,0.83,n,299.54,273.9,N20,VIIRS,N
23.67918,86.08229,2026-09-20,1945,0.86,n,300.0,280.64,N20,VIIRS,N
23.68046,86.39816,2026-09-20,1945,2.61,n,312.07,286.7,N20,VIIRS,N
23.68169,86.09304,2026-09-20,1945,2.14,n,310.28,281.5,N20,VIIRS,N
23.68299,86.08285,2026-09-20,1945,1.19,n,301.79,280.63,N20,VIIRS,N
23.68485,86.39384,2026-09-20,1945,2.61,n,322.16,287.43,N20,VIIRS,N
23.68551,86.38887,2026-09-20,1945,1.43,n,305.44,285.69,N20,VIIRS,N
23.69546,85.28608,2026-09-20,1945,1.37,n,306.61,287.52,N20,VIIRS,N
23.69955,86.07495,2026-09-20,1945,1.05,n,301.47,280.56,N20,VIIRS,N
23.7091,86.44958,2026-09-20,1945,1.18,n,305.48,281.45,N20,VIIRS,N
23.71234,85.28109,2026-09-20,1945,0.84,n,302.49,287.92,N20,VIIRS,N
23.71283,86.45017,2026-09-20,1945,2.8,n,313.8,281.98,N20,VIIRS,N
23.71661,86.42076,2026-09-20,1945,0.95,n,303.26,283.49,N20,VIIRS,N
23.71782,86.44097,2026-09-20,1945,1.45,n,307.45,282.07,N20,VIIRS,N
23.72035,86.42136,2026-09-20,1945,0.95,n,308.39,283.53,N20,VIIRS,N
23.72219,86.43666,2026-09-20,1945,1.29,n,303.32,281.92,N20,VIIRS,N
23.72593,86.43726,2026-09-20,1945,1.29,n,302.65,281.91,N20,VIIRS,N
23.73778,86.43414,2026-09-20,1945,2.14,n,324.79,282.42,N20,VIIRS,N
23.73842,86.42925,2026-09-20,1945,2.14,n,306.0,282.61,N20,VIIRS,N
23.75155,86.41637,2026-09-20,1945,3.08,n,322.14,284.13,N20,VIIRS,N
23.75722,86.40218,2026-09-20,1945,1.49,n,310.12,284.72,N20,VIIRS,N
23.76096,86.40279,2026-09-20,1945,1.49,n,309.62,283.92,N20,VIIRS,N
23.76161,86.39783,2026-09-20,1945,2.67,n,312.3,285.1,N20,VIIRS,N
23.76471,86.40338,2026-09-20,1945,3.69,n,328.14,285.78,N20,VIIRS,N
23.766,86.3935,2026-09-20,1945,1.88,n,308.03,287.33,N20,VIIRS,N
23.76846,86.40396,2026-09-20,1945,3.69,n,325.52,286.12,N20,VIIRS,N
23.76857,86.37383,2026-09-20,1945,1.87,n,305.97,286.56,N20,VIIRS,N
23.7691,86.39902,2026-09-20,1945,1.88,n,305.77,286.5,N20,VIIRS,N
23.77233,86.19633,2026-09-20,1945,2.35,n,307.68,282.67,N20,VIIRS,N
23.77362,86.36451,2026-09-20,1945,3.42,n,325.14,286.89,N20,VIIRS,N
23.77478,86.38489,2026-09-20,1945,1.81,n,306.06,286.88,N20,VIIRS,N
23.77738,86.3651,2026-09-20,1945,2.28,n,304.18,286.35,N20,VIIRS,N
23.77788,86.39042,2026-09-20,1945,1.81,n,319.52,287.27,N20,VIIRS,N
23.77853,86.38549,2026-09-20,1945,1.81,n,310.15,286.48,N20,VIIRS,N
23.78163,86.39102,2026-09-20,1945,2.38,n,313.47,286.61,N20,VIIRS,N
23.80513,86.32904,2026-09-20,1945,1.54,n,298.68,278.8,N20,VIIRS,N
23.83944,85.4709,2026-09-20,1945,1.42,n,305.16,288.81,N20,VIIRS,N
24.20085,82.71344,2026-09-20,1945,2.45,n,303.89,286.97,N20,VIIRS,N
24.20616,82.70859,2026-09-20,1945,1.75,n,306.13,287.84,N20,VIIRS,N
24.20635,82.52219,2026-09-20,1945,1.2,n,303.82,288.9,N20,VIIRS,N
